0.91643 5.4884
3.23709 6.3231
0.40103 23.6381
0.40402 0
1.29803 5.6835
0.08981 0
0.29237 4.9773
2.15126 7.6876
0.53503 11.5161
0.56055 5.5146
0.89153 5.7326
0.20779 12.8351
0.37454 6.3608
0.29324 2.5582
0.34494 2.3295
0.85883 3.8188
1.09271 5.787
0.18752 4.4626
0.19719 16.0378
0.77527 5.2072
0.24678 3.4699
1.89241 8.3289
0.95541 3.7399
0.37544 6.4349
1.5693 5.283
1.33969 5.5594
0.62414 11.2539
2.10235 5.313
0.39206 0
0.72299 4.6932
0.55223 3.0612
0.04833 0
0.19001 8.8202
0.27067 4.1135
1.60546 8.9466
1.23441 5.6567
9.28634 7.0737
0.33113 2.67
1.88267 6.8592
0.69368 11.4051
2.20622 12.7373
1.4498 5.0248
0.08992 0
0.09093 0
5.17599 7.6886
0.26269 8.9828
0.71707 4.5935
1.97904 7.0983
6.18711 10.4723
0.33826 9.8352
2.6166 8.3717
2.4006 7.2029
0.08761 9.8777
0.28656 3.7171
0.43897 5.7256
0.42186 0
0.68765 12.2445
1.5418 3.697
3.44257 4.4949
0.0891 9.0298
1.32963 8.681
0.73251 8.5046
2.82091 8.4285
1.58407 4.4532
0.29445 5.3847
0.08619 25.6719
0.59831 5.3891
12.2488 11.3552
0.38025 7.971
2.755 4.8698
2.03241 6.0542
1.06698 12.885
0.71176 5.7311
0.20098 0
74.773 7.6732
3.93904 8.5784
1.26624 5.1217
19.2412 6.9529
4.54658 7.911
0.92423 10.8448
4.25457 7.2807
4.36901 4.4752
0.37315 5.0044
0.42155 10.6683
0.92571 9.8976
3.94285 8.7667
0.82489 7.3631
0.22277 4.7452
0.10568 22.13
0.63483 17.0668
0.15625 0
0.43642 2.6047
0.40928 9.2017
0.58997 8.5327
0.18487 9.4649
0.38623 7.1051
0.43096 7.4124
1.84178 8.9683
1.29606 8.7628
0.6426 6.2022
0.35888 0
0.12719 6.1524
0.18909 0
0.32751 7.6284
1.98842 10.736
0.43268 14.2475
0.28191 2.1003
1.98335 8.141
0.40248 11.8748
0.92124 2.2899
0.40203 2.0143
0.66881 4.7545
0.27403 0
0.81479 4.7442
0.32609 0
0.34194 17.0787
1.00397 2.9123
0.56095 6.6752
0.12909 0
0.4215 8.0513
0.1443 20.8099
0.27087 3.907
0.25419 17.8112
0.54819 1.5151
1.27171 6.3741
0.35389 15.0249
0.39806 5.7349
0.77323 6.2791
0.79758 12.8878
0.14225 19.6517
0.22207 15.9775
0.1616 5.0036
0.21514 12.5601
0.40349 3.9687
0.24966 0
0.23412 10.3158
0.26143 6.5731
0.57309 8.3986
0.48632 4.832
1.29404 3.7158
0.19792 8.9106
5.71227 6.5762
0.43917 5.6078
0.38175 9.9638
2.05633 7.8193
0.26752 13.5189
0.19834 14.1808
2.50156 6.0858
0.36667 10.4996
0.41038 12.8697
0.28209 17.2287
0.72299 3.3448
0.39499 8.972
3.8754 10.8725
1.60463 9.1043
0.14275 18.8392
0.5174 1.6363
21.7045 7.298
0.02534 0
0.89836 12.0293
4.66031 7.1743
1.02463 9.1336
0.46738 13.2634
18.3439 7.4412
0.63562 11.3969
3.9132 9.3436
17.2995 8.2786
0.63199 6.9216
2.82205 6.0972
3.39655 4.5733
0.39218 7.4003
15.5203 6.4087
3.2491 6.3946
1.41379 6.8447
0.8662 9.0684
183.02 7.0632
2.87864 9.9313
5.49023 7.3722
0.41894 12.6133
2.00922 9.3502
4.85755 8.6255
0.224 12.0544
0.33725 22.8059
9.14773 5.548
2.97776 10.1282
2.29199 5.113
59.3526 7.9256
6.39355 7.4213
0.50226 7.1025
36.8473 8.432
23.3227 9.2803
1.30983 2.5329
37.4331 8.7986
59.5289 6.9537
11.6217 8.7857
11.7052 7.6717
5.94615 5.8843
12.464 7.6683
9.07948 8.5291
28.4802 7.2729
5.85544 7.5856
3.89458 9.4191
0.08718 8.2365
1.00883 3.3653
6.88076 9.8751
10.567 8.9906
10.4781 7.3391
1.69303 5.4272
1.36519 6.6368
0.3154 2.6496
8.81314 7.4837
1.36826 8.8662
17.4439 6.7001
3.63442 9.6259
1.32871 11.3162
8.71125 8.2839
0.34934 7.875
10.6578 6.5497
0.26868 2.9161
0.10577 0
0.14388 0
7.39228 9.4405
0.4213 5.8876
0.05213 10.8133
0.23904 3.3413
0.20216 0
0.08324 0
0.15788 11.0771
0.09188 18.7197
0.70622 8.3279
11.8035 6.4767
0.04521 0
4.98308 13.5004
1.18352 0
0.53163 10.2738
11.8991 6.9359
1.19094 5.0388
1.17025 5.5901
0.12471 5.0455
0.33424 0
0.37071 7.6905
0.01939 0
0.19197 9.1815
0.03751 0
12.5016 6.1824
0.03588 24.5445
0.20003 19.5907
0.20214 0
1.07346 4.9685
6.30564 7.1615
0.35755 13.7741
0.14965 0
0.52617 1.9726
2.91555 9.0922
0.02206 0
0.34075 6.6558
0.52736 6.4709
0.84349 5.935
0.67832 5.1238
0.46397 14.5037
0.09765 18.4727
0.40158 0
0.1074 0
0.38739 15.5208
0.34859 6.4322
3.3823 4.2156
0.14835 25.006
0.29364 3.7917
0.54401 0
0.15802 18.4294
0.01449 0
0.18686 0
0.06532 0
0.6943 0
0.52739 3.9658
0.12109 6.6194
4.92746 8.4264
0.23977 3.6662
18.4498 7.3642
17.335 7.6907
4.40727 9.0341
3.59886 5.9706
16.8951 10.5375
5.79167 9.4688
3.29819 8.0854
2.62094 7.8174
2.42219 9.3917
9.33952 8.8118
3.36233 10.2456
5.13072 6.0137
4.07576 10.6443
0.50573 9.2454
3.26527 7.2401
0.54433 12.4838
10.8172 8.7816
30.2665 8.741
0.27355 11.0377
3.35542 9.0483
2.86014 6.531
3.35201 6.5892
6.43886 5.568
1.19964 6.7247
43.0854 7.9405
0.78922 5.6513
0.32672 8.6068
13.2647 8.9158
5.5085 9.3956
1.27078 7.2553
0.22354 0
0.47919 13.1478
0.35778 7.3297
0.24417 6.024
0.29919 7.6411
0.24404 9.7873
0.65673 9.4624
0.87081 3.894
3.14813 8.0254
1.95089 5.2768
20.8881 8.2032
0.44175 17.2206
2.5943 6.5245
0.86353 9.2562
0.22208 11.6613
0.17136 14.2956
5.14922 8.6226
10.6829 8.2641
3.94875 9.5519
0.77283 7.7172
0.15872 11.3643
0.28756 5.9305
6.10702 6.125
5.75026 7.8033
3.00827 5.671
1.96048 8.1555
1.36618 8.0073
